@relation Nomao

@attribute c2 numeric
@attribute c3 numeric
@attribute c4 numeric
@attribute c5 numeric
@attribute c6 numeric
@attribute c7 numeric
@attribute c8 {s,n}
@attribute c9 {s,n}
@attribute c10 numeric
@attribute c11 numeric
@attribute c12 numeric
@attribute c13 numeric
@attribute c14 numeric
@attribute c15 numeric
@attribute c16 {m,s,n}
@attribute c17 {m,s,n}
@attribute c18 numeric
@attribute c19 numeric
@attribute c20 numeric
@attribute c21 numeric
@attribute c22 numeric
@attribute c23 numeric
@attribute c24 {m,s,n}
@attribute c25 {m,s,n}
@attribute c26 numeric
@attribute c27 numeric
@attribute c28 numeric
@attribute c29 numeric
@attribute c30 numeric
@attribute c31 numeric
@attribute c32 {m,s,n}
@attribute c33 {m,s,n}
@attribute c34 numeric
@attribute c35 numeric
@attribute c36 numeric
@attribute c37 numeric
@attribute c38 numeric
@attribute c39 numeric
@attribute c40 {m,s,n}
@attribute c41 {m,s,n}
@attribute c42 numeric
@attribute c43 numeric
@attribute c44 numeric
@attribute c45 numeric
@attribute c46 numeric
@attribute c47 numeric
@attribute c48 {m,s,n}
@attribute c49 {m,s,n}
@attribute c50 numeric
@attribute c51 numeric
@attribute c52 numeric
@attribute c53 numeric
@attribute c54 numeric
@attribute c55 numeric
@attribute c56 {s,m,n}
@attribute c57 {s,m,n}
@attribute c58 numeric
@attribute c59 numeric
@attribute c60 numeric
@attribute c61 numeric
@attribute c62 numeric
@attribute c63 numeric
@attribute c64 {n,s,m}
@attribute c65 {n,s,m}
@attribute c66 numeric
@attribute c67 numeric
@attribute c68 numeric
@attribute c69 numeric
@attribute c70 numeric
@attribute c71 numeric
@attribute c72 {s,n,m}
@attribute c73 {s,n,m}
@attribute c74 numeric
@attribute c75 numeric
@attribute c76 numeric
@attribute c77 numeric
@attribute c78 numeric
@attribute c79 numeric
@attribute c80 {s,n,m}
@attribute c81 {s,n,m}
@attribute c82 numeric
@attribute c83 numeric
@attribute c84 numeric
@attribute c85 numeric
@attribute c86 numeric
@attribute c87 numeric
@attribute c88 {s,m,n}
@attribute c89 {s,m,n}
@attribute c90 numeric
@attribute c91 numeric
@attribute c92 numeric
@attribute c93 {m,n,s}
@attribute c94 numeric
@attribute c95 numeric
@attribute c96 numeric
@attribute c97 {m,s,n}
@attribute c98 numeric
@attribute c99 numeric
@attribute c100 numeric
@attribute c101 {s,n,m}
@attribute c102 numeric
@attribute c103 numeric
@attribute c104 numeric
@attribute c105 {s,n,m}
@attribute c106 numeric
@attribute c107 numeric
@attribute c108 numeric
@attribute c109 {s,n,m}
@attribute c110 numeric
@attribute c111 numeric
@attribute c112 numeric
@attribute c113 {n,m,s}
@attribute c114 numeric
@attribute c115 numeric
@attribute c116 numeric
@attribute c117 {n,m,s}
@attribute c118 numeric
@attribute c119 numeric
@attribute class {1,-1}

@data
0.666667,0.4,0.685714,0.615385,0.258065,0.441176,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0,0,0.124242,0.068182,0.035088,0.040816,n,n,0,0,0.09537,0.041667,0.027397,0.030303,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,m,?,?,?,m,?,?,?,n,0.999495,0.5,0.235294,n,0.998449,0.5,0.3125,n,0.984769,0.4,0.1875,n,0.999066,0.666667,0.357143,n,0.999997,0.99976,1
1,0.666667,0.8,0.8,0.227273,0.761905,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.666667,0.444444,0.735714,0.607407,0.522727,0.46,n,n,0.857143,0.545455,0.680556,0.666667,0.516129,0.5,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.999814,0.777778,0.357143,n,0.999883,0.6,0.4,n,?,?,?,m,?,?,?,m,1,?,1
0.333333,0.333333,0.692063,0.541667,0.625,0.363636,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.166667,0.142857,0.521703,0.232418,0.512195,0.238095,n,n,0.285714,0.285714,0.579677,0.358673,0.645833,0.333333,n,n,0,0,0.8,0.333333,0.8,0.333333,n,n,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,0.95543,0.222222,0.111111,n,0.999468,0.5,0.294118,n,0.956045,0.375,0.125,n,0.999164,0.555556,0.333333,n,0.997828,0.99789,-1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.833333,0.714286,0.820513,0.807692,0.655172,0.676471,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,0.999952,0.444444,0.285714,n,0.99996,0.7,0.4,n,1,1,1
1,0.5,0.666667,0.666667,0.428571,0.586207,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.6,0.75,0.75,0.625,0.636364,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0,0,0.360119,0.233333,0.347826,0.25,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.777778,0.875,0.875,0.581818,0.666667,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.833333,0.625,0.841837,0.81145,0.84,0.769231,n,n,1,0.285714,0.444444,0.444444,0.319149,0.340426,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.985459,0.333333,0.176471,n,0.991935,0.6,0.235294,n,1,1,1,s,1,1,1,s,0.999716,1,1
0,0,0.4375,0.272727,0.315789,0.352941,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.166667,0.285714,0.285714,0.192308,0.222222,s,n,1,0.285714,0.444444,0.444444,0.363636,0.382353,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,0.99643,0.5,0.133333,n,0.996221,0.5,0.235294,n,?,?,?,m,?,?,?,m,0.999973,?,1
1,0.3,0.461538,0.461538,0.413043,0.465116,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.833333,0.833333,0.833333,0.833333,0.714286,0.690476,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,0.999939,0.666667,0.428571,n,0.999902,0.7,0.375,n,0.999132,0.5,0.285714,n,0.999695,0.666667,0.428571,n,1,0.999999,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.833333,0.909091,0.909091,0.888889,0.888889,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,0.999998,0.777778,0.583333,n,0.999989,0.7,0.538462,n,1,1,1
0,0,0.125,0,0.181818,0,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,0.992553,0.5,0.153846,n,0.996321,0.555556,0.333333,n,1,0.99993,-1
0.75,0.75,0.916667,0.785714,0.947368,0.73913,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.833333,0.714286,0.820513,0.807692,0.72973,0.72093,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.999759,0.666667,0.428571,n,0.999946,0.6,0.375,n,1,1,1,s,0.999999,0.777778,0.583333,n,1,1,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.666667,0.666667,0.843254,0.722222,0.69697,0.65,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,0.6,0.75,0.75,0.5,0.52,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.833333,0.555556,0.733333,0.693333,0.527778,0.692308,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0,0.181818,0.1,n,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,-1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.714286,0.833333,0.833333,0.702703,0.72973,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,0.999868,0.555556,0.333333,n,0.999965,0.7,0.466667,n,0.999882,0.625,0.384615,n,0.999988,0.777778,0.583333,n,1,1,1
0.75,0.6,0.847222,0.735043,0.771429,0.634146,n,n,0,0,0,0,0,0,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0,0,0,0,0,0,n,n,0,0,0.258598,0.063492,0.190476,0.072727,n,n,0.5,0.142857,0.291667,0.222222,0.236842,0.145833,n,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,0.945056,0.333333,0.111111,n,0.977597,0.4,0.235294,n,?,?,?,m,?,?,?,m,0.99611,?,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0,0,0.714286,0.5,0.714286,0.5,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0.5,0.2,0.360714,0.285714,0.30303,0.2,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.833333,0.909091,0.909091,0.820513,0.825,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.833333,0.833333,0.833333,0.833333,0.675,0.717391,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0,0.181818,0.090909,n,?,?,?,m,1,1,1,s,0.997411,0.444444,0.214286,n,0.99911,0.4,0.176471,n,0.99838,0.5,0.153846,n,0.999261,0.538462,0.333333,n,0.999992,0.999997,1
0.333333,0.333333,0.575,0.422222,0.21875,0.526316,n,n,1,0.5,0.666667,0.666667,0.5,0.545455,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.857143,0.75,0.857778,0.833333,0.756757,0.717949,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,0.999917,0.555556,0.384615,n,0.99985,0.615385,0.315789,n,1,1,1
0,0,0,0,0,0,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.833333,0.909091,0.909091,0.90625,0.909091,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0,0,0.09375,0.05,0,0.05,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.333333,0.2,0.439732,0.3,0.368421,0.16129,n,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.666667,0.5,0.679847,0.6,0.707317,0.5,n,n,0.571429,0.571429,0.682398,0.591837,0.666667,0.5,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,0.166667,0.75,0.428571,n,0.997252,0.333333,0.176471,n,0.995373,0.6,0.3125,n,0.997511,0.625,0.230769,n,0.996086,0.666667,0.333333,n,0.999971,0.999978,-1
0,0,0.27381,0.070963,0.179487,0.065217,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.75,0.666667,0.764706,0.729412,0.76087,0.72549,n,n,0.777778,0.777778,0.87037,0.827778,0.9,0.807692,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,m,?,?,?,m,0.111111,0.75,0.428571,n,0.999807,0.666667,0.333333,n,0.999183,0.5,0.294118,n,0.999827,0.555556,0.357143,n,0.999181,0.6,0.3125,n,0.999999,0.999999,-1
0.5,0.25,0.425641,0.333333,0.290323,0.228571,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.857143,0.923077,0.923077,0.90625,0.90625,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.017544,0.818182,0.6,n,?,?,?,m,1,1,1,s,0.999997,0.777778,0.538462,n,0.9999,0.9,0.571429,n,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,1,0.5,0.666667,0.666667,0.5,0.545455,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.857143,0.75,0.857778,0.833333,0.780488,0.761905,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.000001,0.363636,0.263158,n,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1
1,0.666667,0.8,0.8,0.764706,0.777778,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.6,0.5,0.697727,0.583333,0.689655,0.447368,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.625,0.555556,0.713235,0.632799,0.673077,0.491803,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,0.999987,0.666667,0.461538,n,0.999973,0.7,0.428571,n,1,1,1
1,0.666667,0.8,0.8,0.7,0.714286,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.714286,0.555556,0.734524,0.685714,0.702128,0.622642,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,0.999581,0.636364,0.3125,n,0.999964,0.727273,0.357143,n,1,1,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0,0,0.4,0.058824,0.4,0.058824,n,n,0.285714,0.222222,0.490179,0.314601,0.23913,0.226667,n,n,0.555556,0.555556,0.698148,0.599129,0.791667,0.52459,n,n,0,0,0.416667,0.166667,0.6,0.2,n,n,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,0.839826,0.5,0.111111,n,0.99649,0.5,0.2,n,?,?,?,m,?,?,?,m,0.96489,?,1
0,0,0.066667,0,0.125,0,n,n,0,0,0.20625,0,0.176471,0,n,n,0,0,0,0,0,0,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0,0,0.225,0,0.142857,0,n,n,0.333333,0.111111,0.353472,0.227778,0.166667,0.111111,n,n,0,0,0.248295,0.071086,0.185185,0.047059,n,n,0,0,0.2,0,0.2,0,n,n,0,0,0,0,0,0,n,n,?,?,?,m,?,?,?,m,?,?,?,m,0.008007,0.166667,0.047619,n,0.073069,0.2,0,n,?,?,?,m,?,?,?,m,0.000065,?,-1
1,0.25,0.4,0.4,0.243243,0.27027,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.666667,0.666667,0.712963,0.680556,0.617647,0.465116,n,n,0.714286,0.5,0.640523,0.588235,0.603774,0.453125,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,0.992957,0.333333,0.1875,n,0.994243,0.5,0.235294,n,?,?,?,m,?,?,?,m,0.999916,?,1
1,0.75,0.857143,0.857143,0.555556,0.571429,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.666667,0.8,0.8,0.657895,0.692308,s,n,1,0.857143,0.923077,0.923077,0.86,0.862745,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,0.999873,0.555556,0.416667,n,0.999908,0.7,0.428571,n,1,1,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.6,0.428571,0.708333,0.627083,0.756098,0.604167,n,n,0.857143,0.857143,0.928571,0.885714,0.97619,0.911111,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,0.5,0.75,0.428571,n,0.999208,0.444444,0.25,n,0.99986,0.7,0.375,n,?,?,?,m,?,?,?,m,0.999999,?,1
0.4,0.4,0.482857,0.4,0.464286,0.268293,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.4,0.333333,0.463745,0.363636,0.392857,0.162791,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.7,0.636364,0.719104,0.666667,0.701754,0.507042,n,n,0.636364,0.5,0.68127,0.576,0.55,0.513158,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,0.045455,0.5,0.25,n,0.997589,0.333333,0.176471,n,0.997004,0.8,0.294118,n,?,?,?,m,?,?,?,m,0.999985,?,-1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0,0,0.714286,0.5,0.714286,0.5,n,n,?,?,?,?,?,?,m,m,1,0.75,0.857143,0.857143,0.7,0.7,s,n,1,0.777778,0.875,0.875,0.851064,0.851064,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.994538,0.625,0.285714,n,0.999086,0.666667,0.545455,n,?,?,?,m,?,?,?,m,0.999969,?,1
1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,0.75,0.857143,0.857143,0.761905,0.772727,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.833333,0.833333,0.966667,0.928571,0.972973,0.923077,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,0.999961,0.666667,0.333333,n,0.999756,0.7,0.375,n,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.857143,0.923077,0.923077,0.945946,0.947368,s,n,0.833333,0.714286,0.820513,0.807692,0.853659,0.813953,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,s,?,?,?,m,?,?,?,n,0.998192,0.555556,0.25,n,0.987392,0.4,0.222222,n,?,?,?,m,?,?,?,m,0.999834,?,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.5,0.428571,0.560023,0.510989,0.461538,0.365385,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0,0,0.314286,0.097349,0.180328,0.104478,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.166667,0.166667,0.426157,0.261905,0.447368,0.175439,n,n,0.5,0.428571,0.555556,0.461538,0.666667,0.339286,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,0.011494,0.5,0.25,n,0.999237,0.555556,0.333333,n,0.998597,0.6,0.294118,n,?,?,?,m,?,?,?,m,0.999997,?,-1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.888889,0.8,0.877193,0.868421,0.87037,0.851852,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0,0.181818,0.090909,n,?,?,?,m,0.333333,0.75,0.428571,n,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,0.8,0.888889,0.888889,0.71875,0.727273,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0,0,0.106122,0,0.1875,0,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0,0,0.222403,0.041667,0.15,0.026316,n,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.428571,0.428571,0.555659,0.452381,0.575,0.388889,n,n,0.428571,0.428571,0.555659,0.452381,0.575,0.388889,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,0.25,0.666667,0.333333,n,0.99821,0.6,0.25,n,0.998379,0.6,0.3125,n,0.9982,0.555556,0.307692,n,0.99839,0.555556,0.333333,n,0.999994,0.999994,-1
0,0,0.24,0,0.238095,0,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,0.833333,0.909091,0.909091,0.875,0.869565,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.888889,0.941176,0.941176,0.923077,0.918919,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0,0,0.220238,0.044444,0.086957,0.03125,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.428571,0.6,0.6,0.410256,0.425,s,n,1,0.428571,0.6,0.6,0.465116,0.488372,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,m,0.999869,0.555556,0.333333,n,0.999667,0.6,0.375,n,?,?,?,m,?,?,?,m,1,?,-1
